"geneId","geneIdNCBI","simplifiedId","simplifiedResistance","geneLength"
4273,"WP_024160909.1",4273,"MULTISPECIES: chloramphenicol efflux MFS transporter CmlB1",421
4274,"WP_023857755.1",3186,"MULTISPECIES: class A beta-lactamase BlaP",307
4275,"WP_023622803.1",4275,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-IIa",184
4276,"WP_023345296.1",2145,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase MIR-5",381
4277,"WP_023340103.1",1345,"class A beta-lactamase LEN-15",286
4278,"WP_023325206.1",280,"class A beta-lactamase SHV-200",286
4279,"WP_023316831.1",280,"class A beta-lactamase SHV-200",286
4280,"WP_023316270.1",280,"class A beta-lactamase SHV-200",286
4281,"WP_023310120.1",2145,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase MIR-5",381
4282,"WP_023280043.1",280,"class A beta-lactamase SHV-200",286
4283,"WP_023158217.1",280,"class A beta-lactamase SHV-200",286
4284,"WP_023108311.1",60,"class C beta-lactamase PDC-300",397
4285,"WP_022542384.1",1512,"class A extended-spectrum beta-lactamase CTX-M-152",291
4286,"WP_022542381.1",4153,"aminoglycoside N-acetyltransferase AAC(3)-Ia",154
4287,"WP_022065596.1",1345,"class A beta-lactamase LEN-15",286
4288,"WP_021598056.1",914,"class A beta-lactamase TEM-219",286
4289,"WP_021561477.1",914,"class A beta-lactamase TEM-219",286
4290,"WP_021529708.1",4051,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11",277
4291,"WP_021526512.1",914,"class A beta-lactamase TEM-219",286
4292,"WP_021440083.1",280,"class A beta-lactamase SHV-200",288
4293,"WP_021263608.1",4293,"MULTISPECIES: Mph(F) family macrolide 2'-phosphotransferase",299
4294,"WP_021038045.1",3286,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FloR",404
4295,"WP_020996270.1",43,"class C beta-lactamase CMY-163",381
4296,"WP_020956917.1",297,"class A extended-spectrum beta-lactamase VEB-19",299
4297,"WP_020803043.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
4298,"WP_020316986.1",280,"class A beta-lactamase SHV-200",286
4299,"WP_017901052.1",4299,"MULTISPECIES: subclass B1 metallo-beta-lactamase SIM-1",246
4300,"WP_017900990.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
4301,"WP_017725267.1",653,"class C beta-lactamase ADC-98",383
4302,"WP_017146441.1",1072,"class A extended-spectrum beta-lactamase OXY-2-15",290
4303,"WP_016809943.1",1429,"cephalosporin-hydrolyzing class C beta-lactamase FOX-12",382
4304,"WP_015741374.1",4304,"FosA family fosfomycin resistance glutathione transferase",135
4305,"WP_015588753.1",1409,"subclass B1 metallo-beta-lactamase GIM-2",250
4306,"WP_015585966.1",4306,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FexA",475
4307,"WP_015387340.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
4308,"WP_015060917.1",4308,"tetracycline-inactivating monooxygenase Tet(X)",386
4309,"WP_015060824.1",512,"quaternary ammonium compound efflux SMR transporter QacF",110
4310,"WP_015060700.1",4310,"class A extended spectrum beta-lactamase BES-1",292
4311,"WP_015060297.1",2053,"aminoglycoside N-acetyltransferase AAC(3)-IIc",286
4312,"WP_015060228.1",3948,"trimethoprim-resistant dihydrofolate reductase DfrB2",78
4313,"WP_015060105.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
4314,"WP_015059985.1",4314,"MULTISPECIES: EreA family erythromycin esterase",418
4315,"WP_015058977.1",914,"class A beta-lactamase TEM-219",286
4316,"WP_015058868.1",914,"class A beta-lactamase TEM-219",286
4317,"WP_015058867.1",914,"class A beta-lactamase TEM-219",286
4318,"WP_014839980.1",4318,"MULTISPECIES: fosfomycin resistance glutathione transferase FosA3",138
4319,"WP_014454105.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4320,"WP_014454104.1",1221,"OXA-10 family class D beta-lactamase OXA-251",266
4321,"WP_014387027.1",3939,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)",244
4322,"WP_014386481.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
4323,"WP_014386432.1",4522,"MULTISPECIES: oxacillin-hydrolyzing class D beta-lactamase OXA-2",275
4324,"WP_014386424.1",3286,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FloR",404
4325,"WP_014386387.1",43,"class C beta-lactamase CMY-163",381
4326,"WP_014325825.1",4094,"MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(42)",301
4327,"WP_014228247.1",1064,"class A extended-spectrum beta-lactamase OXY-6-3",291
4328,"WP_013263788.1",4328,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-Il",152
4329,"WP_013250882.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4330,"WP_013188475.1",246,"class A extended-spectrum beta-lactamase CTX-M-191",291
4331,"WP_013136949.1",2105,"MULTISPECIES: aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia",185
4332,"WP_012779620.1",4332,"ABC-F type ribosomal protection protein Vga(C)",522
4333,"WP_012779617.1",1952,"trimethoprim-resistant dihydrofolate reductase DfrK",163
4334,"WP_012754353.1",1222,"OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-25",275
4335,"WP_012695489.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
4336,"WP_012695485.1",4336,"MULTISPECIES: AAC(3)-II family aminoglycoside N-acetyltransferase",269
4337,"WP_012695470.1",4031,"aminoglycoside O-phosphotransferase APH(3')-Ia",271
4338,"WP_012695458.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4339,"WP_012658785.1",1411,"class A beta-lactamase GES-30",287
4340,"WP_012579102.1",3259,"MULTISPECIES: D-Ala-D-Ala dipeptidase VanX-B",202
4341,"WP_012579101.1",3240,"MULTISPECIES: VanB-type vancomycin resistance histidine kinase VanS",447
4342,"WP_012579084.1",819,"quinolone resistance pentapeptide repeat protein QnrA4",218
4343,"WP_012579082.1",246,"class A extended-spectrum beta-lactamase CTX-M-191",291
4344,"WP_012579073.1",2486,"MULTISPECIES: ABC-F type ribosomal protection protein Vga(A)",522
4345,"WP_012561099.1",3286,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FloR",404
4346,"WP_012537714.1",756,"quinolone resistance pentapeptide repeat protein QnrS13",218
4347,"WP_012477387.1",4347,"MULTISPECIES: type B-2 chloramphenicol O-acetyltransferase CatB2",210
4348,"WP_012414180.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",265
4349,"WP_012406403.1",2569,"type A-9 chloramphenicol O-acetyltransferase Cat-TC",216
4350,"WP_012377682.1",4350,"aminoglycoside N-acetyltransferase AAC(3)-Xa",284
4351,"WP_012372821.1",1885,"fluoroquinolone efflux MFS transporter QepA",511
4352,"WP_012312004.1",1872,"sulfonamide-resistant dihydropteroate synthase Sul1",279
4353,"WP_012300772.1",2503,"MULTISPECIES: chloramphenicol efflux MFS transporter CmlA8",419
4354,"WP_012262157.1",43,"class C beta-lactamase CMY-163",381
4355,"WP_012218461.1",4462,"MULTISPECIES: tetracycline efflux MFS transporter Tet(L)",458
4356,"WP_012209823.1",3886,"tetracycline efflux MFS transporter Tet(H)",392
4357,"WP_011997479.1",4357,"subclass B1 metallo-beta-lactamase VIM-7",265
4358,"WP_011931119.1",4358,"MULTISPECIES: tetracycline efflux MFS transporter Tet(Y)",391
4359,"WP_011751353.1",2521,"type A-2 chloramphenicol O-acetyltransferase CatII",213
4360,"WP_011645018.1",1865,"tetracycline efflux MFS transporter Tet(A)",399
4361,"WP_011645017.1",914,"class A beta-lactamase TEM-219",286
4362,"WP_011645015.1",3920,"lincosamide nucleotidyltransferase Lnu(A)",161
4363,"WP_011645013.1",3920,"lincosamide nucleotidyltransferase Lnu(A)",161
4364,"WP_011645010.1",3920,"lincosamide nucleotidyltransferase Lnu(A)",161
4365,"WP_011600630.1",4365,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11",263
4366,"WP_011453054.1",3286,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FloR",404
4367,"WP_011453052.1",2981,"sulfonamide-resistant dihydropteroate synthase Sul2",272
4368,"WP_011428879.1",3920,"lincosamide nucleotidyltransferase Lnu(A)",161
4369,"WP_011382144.1",2567,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)",244
4370,"WP_011342946.1",568,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",262
4371,"WP_011342944.1",4371,"Qac-pB8 family quaternary ammonium compound efflux SMR transporter",110
4372,"WP_011270145.1",2981,"sulfonamide-resistant dihydropteroate synthase Sul2",283
4373,"WP_011270126.1",2981,"sulfonamide-resistant dihydropteroate synthase Sul2",271
4374,"WP_011266118.1",3286,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FloR",404
4375,"WP_011264082.1",4375,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA14",261
4376,"WP_011222095.1",3522,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2",263
4377,"WP_011222052.1",4377,"class A extended-spectrum beta-lactamase TLA-2",304
4378,"WP_011205810.1",4378,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(3')-Ib",271
4379,"WP_011161217.1",3412,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(6)-Id",278
4380,"WP_011152976.1",3986,"type A-1 chloramphenicol O-acetyltransferase",219
4381,"WP_011152925.1",4381,"MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)",284
4382,"WP_011133550.1",4382,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(33)",243
4383,"WP_011133547.1",4383,"ABC-F type ribosomal protection protein Lsa(B)",492
4384,"WP_011117369.1",280,"class A beta-lactamase SHV-200",286
4385,"WP_011113049.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4386,"WP_011113045.1",4347,"MULTISPECIES: type B-2 chloramphenicol O-acetyltransferase CatB2",210
4387,"WP_011100845.1",4387,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)",245
4388,"WP_011100750.1",4388,"MULTISPECIES: quaternary ammonium compound efflux SMR transporter QacJ",107
4389,"WP_011076165.1",3378,"MULTISPECIES: tetracycline efflux MFS transporter Tet(C)",396
4390,"WP_011011113.1",2981,"sulfonamide-resistant dihydropteroate synthase Sul2",271
4391,"WP_010981361.1",3378,"MULTISPECIES: tetracycline efflux MFS transporter Tet(C)",396
4392,"WP_010908954.1",4392,"aminoglycoside N-acetyltransferase AAC(2')-Ie",182
4393,"WP_010891112.1",4242,"type A-7 chloramphenicol O-acetyltransferase",215
4394,"WP_010891090.1",4031,"aminoglycoside O-phosphotransferase APH(3')-Ia",271
4395,"WP_010891086.1",4395,"streptothricin N-acetyltransferase Sat3",180
4396,"WP_010891085.1",4396,"aminoglycoside O-phosphotransferase APH(3')-Id",271
4397,"WP_010890156.1",3343,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(3'')-Ib",267
4398,"WP_010890145.1",2161,"MULTISPECIES: quaternary ammonium compound efflux SMR transporter QacE",110
4399,"WP_010890144.1",4399,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrB3",78
4400,"WP_010889933.1",2567,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)",244
4401,"WP_010815683.1",4401,"MULTISPECIES: glycopeptide resistance accessory protein VanW-B",275
4402,"WP_010798607.1",3742,"MULTISPECIES: class A beta-lactamase LUT-3",296
4403,"WP_010794532.1",3343,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(3'')-Ib",267
4404,"WP_010720790.1",2158,"aminoglycoside N-acetyltransferase AAC(6')-Ii",182
4405,"WP_010708502.1",2140,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-Im",178
4406,"WP_010635894.1",1991,"type B-3 chloramphenicol O-acetyltransferase CatB8",210
4407,"WP_009305318.1",1835,"MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(W)",639
4408,"WP_008651082.1",3863,"tetracycline-inactivating monooxygenase Tet(X)",388
4409,"WP_007410443.1",2567,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)",244
4410,"WP_006555379.1",4410,"MULTISPECIES: class A extended-spectrum beta-lactamase ACI-1",284
4411,"WP_006440994.1",4411,"MULTISPECIES: tetracycline efflux MFS transporter TetA(P)",420
4412,"WP_006286297.1",3986,"type A-1 chloramphenicol O-acetyltransferase",219
4413,"WP_006248867.1",3886,"tetracycline efflux MFS transporter Tet(H)",400
4414,"WP_006178946.1",4414,"CMY2/MIR/ACT/EC family class c beta-lactamase",381
4415,"WP_005880220.1",4415,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-Iih",183
4416,"WP_005827792.1",4416,"MULTISPECIES: CblA family class A beta-lactamase",296
4417,"WP_005826111.1",4422,"type A-3 chloramphenicol O-acetyltransferase CatIII",213
4418,"WP_005808062.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
4419,"WP_005410660.1",2896,"aminoglycoside N-acetyltransferase AAC(6')-Iz",153
4420,"WP_005228837.1",1772,"VanC-type vancomycin resistance DNA-binding response regulator VanR",231
4421,"WP_005139262.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
4422,"WP_004920769.1",4422,"type A-3 chloramphenicol O-acetyltransferase CatIII",213
4423,"WP_004918308.1",4423,"aminoglycoside N-acetyltransferase AAC(2')-Ia",178
4424,"WP_004856455.1",4424,"MULTISPECIES: tetracycline efflux MFS transporter Tet(39)",395
4425,"WP_004746565.1",653,"class C beta-lactamase ADC-98",383
4426,"WP_004738885.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
4427,"WP_004714775.1",653,"class C beta-lactamase ADC-98",383
4428,"WP_004348227.1",1984,"class A extended-spectrum beta-lactamase CfxA2",321
4429,"WP_004308783.1",4429,"MULTISPECIES: lincosamide nucleotidyltransferase Lnu(AN2)",170
4430,"WP_004295324.1",4430,"MULTISPECIES: class D beta-lactamase OXA-347",274
4431,"WP_004205995.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
4432,"WP_004201260.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
4433,"WP_004201164.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
4434,"WP_004199234.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
4435,"WP_004187529.1",3959,"trimethoprim-resistant dihydrofolate reductase DfrA22",165
4436,"WP_004183952.1",280,"class A beta-lactamase SHV-200",286
4437,"WP_003970239.1",4437,"MULTISPECIES: aminoglycoside O-phosphotransferase APH(6)-Ia",307
4438,"WP_003970071.1",2981,"sulfonamide-resistant dihydropteroate synthase Sul2",271
4439,"WP_003830525.1",43,"class C beta-lactamase CMY-163",381
4440,"WP_003183781.1",3941,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(D)",287
4441,"WP_003159548.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
4442,"WP_003159209.1",495,"aminoglycoside nucleotidyltransferase ANT(2'')-Ia",177
4443,"WP_003159191.1",3509,"AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase",184
4444,"WP_003132320.1",60,"class C beta-lactamase PDC-300",397
4445,"WP_003099707.1",2782,"MULTISPECIES: OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-396",262
4446,"WP_003093423.1",60,"class C beta-lactamase PDC-300",397
4447,"WP_003013318.1",4447,"MULTISPECIES: aminoglycoside 6-adenylyltransferase AadS",287
4448,"WP_002979282.1",4448,"IND family subclass B1 metallo-beta-lactamase CGB-1",242
4449,"WP_002977989.1",4449,"class A extended-spectrum beta-lactamase CGA-1",292
4450,"WP_002914189.1",843,"MULTISPECIES: multidrug efflux RND transporter periplasmic adaptor subunit OqxA2",391
4451,"WP_002872163.1",2948,"tetracycline resistance ribosomal protection protein Tet(O)",639
4452,"WP_002872036.1",136,"OXA-61 family class D beta-lactamase OXA-596",257
4453,"WP_002779752.1",2948,"tetracycline resistance ribosomal protection protein Tet(O)",639
4454,"WP_002682030.1",3940,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)",266
4455,"WP_002593938.1",1817,"D-alanine--(R)-lactate ligase VanB",342
4456,"WP_002489529.1",4242,"type A-7 chloramphenicol O-acetyltransferase",215
4457,"WP_002447408.1",1902,"ABC-F type ribosomal protection protein Msr(A)",488
4458,"WP_002414694.1",3247,"MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(M)",639
4459,"WP_002398829.1",3236,"ABC-F type ribosomal protection protein Lsa(A)",498
4460,"WP_002317268.1",2550,"D-lactate dehydrogenase VanH-B",323
4461,"WP_002305818.1",1766,"VanA-type vancomycin resistance histidine kinase VanS",384
4462,"WP_002294500.1",4462,"MULTISPECIES: tetracycline efflux MFS transporter Tet(L)",458
4463,"WP_002244796.1",1863,"tetracycline efflux MFS transporter Tet(B)",401
4464,"WP_002089484.1",4153,"aminoglycoside N-acetyltransferase AAC(3)-Ia",154
4465,"WP_002075262.1",1991,"type B-3 chloramphenicol O-acetyltransferase CatB8",210
4466,"WP_002033109.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
4467,"WP_002022164.1",4263,"PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-7",288
4468,"WP_001973670.1",1865,"tetracycline efflux MFS transporter Tet(A)",399
4469,"WP_001910823.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4470,"WP_001829870.1",3920,"lincosamide nucleotidyltransferase Lnu(A)",161
4471,"WP_001812592.1",4471,"MULTISPECIES: D-Ala-D-Ala carboxypeptidase VanY-A",303
4472,"WP_001749986.1",563,"NAD(+)--rifampin ADP-ribosyltransferase Arr-3",150
4473,"WP_001749985.1",4473,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA27",157
4474,"WP_001749984.1",4474,"MULTISPECIES: ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16",281
4475,"WP_001694495.1",3286,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FloR",404
4476,"WP_001574277.1",4462,"MULTISPECIES: tetracycline efflux MFS transporter Tet(L)",458
4477,"WP_001574275.1",3247,"MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(M)",639
4478,"WP_001516695.1",756,"quinolone resistance pentapeptide repeat protein QnrS13",218
4479,"WP_001460207.1",1438,"class C extended-spectrum beta-lactamase EC-18",377
4480,"WP_001424636.1",3508,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA",265
4481,"WP_001355915.1",1966,"trimethoprim-resistant dihydrofolate reductase DfrA15",157
4482,"WP_001334766.1",4187,"MULTISPECIES: OXA-1 family oxacillin-hydrolyzing class D beta-lactamase OXA-4",276
4483,"WP_001297013.1",3378,"MULTISPECIES: tetracycline efflux MFS transporter Tet(C)",396
4484,"WP_001284656.1",4484,"MULTISPECIES: penicillinase repressor BlaI",126
4485,"WP_001280781.1",4485,"MULTISPECIES: VanA-type vancomycin resistance DNA-binding response regulator VanR",231
4486,"WP_001261740.1",3487,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8",263
4487,"WP_001256773.1",2503,"MULTISPECIES: chloramphenicol efflux MFS transporter CmlA8",419
4488,"WP_001255866.1",4170,"aminoglycoside nucleotidyltransferase ANT(6)-Ia",302
4489,"WP_001206317.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4490,"WP_001206316.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",263
4491,"WP_001206315.1",497,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1",262
4492,"WP_001199192.1",4062,"aminoglycoside N-acetyltransferase AAC(3)-IVa",258
